Invoice,Date,Month,Country,TransactionType,PrimaryIssue,IssueMask,ReviewStatus,SourceRows,FlaggedRows,RuleHits,MissingCustomerRows,MissingDescriptionRows,DuplicateRows,ZeroPriceRows,NegativePriceRows,AdjustmentRows,PositiveValue,FlaggedPositiveValue,DuplicatePositiveValue,UnidentifiedPositiveValue,SignedValue,FirstSourceRow
561097,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,397.2,0.0,0.0,0.0,397.2,277235
561098,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,558.49,0.0,0.0,0.0,558.49,277248
561099,2011-07-25,2011-07,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,2.95,2.95,2.95,0.0,2.95,277284
561099,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,191.95,0.0,0.0,0.0,191.95,277274
561100,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,322.53,0.0,0.0,0.0,322.53,277300
561101,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,241.92,0.0,0.0,0.0,241.92,277329
561102,2011-07-25,2011-07,Denmark,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,376.24,0.0,0.0,0.0,376.24,277330
561103,2011-07-25,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,277347
561105,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,414.25,0.0,0.0,0.0,414.25,277348
561106,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,520.23,0.0,0.0,0.0,520.23,277365
561107,2011-07-25,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,277391
561108,2011-07-25,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,277392
561109,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,298.2,0.0,0.0,0.0,298.2,277393
561110,2011-07-25,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,277396
561111,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,734.0,0.0,0.0,0.0,734.0,277397
561112,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,124.44,0.0,0.0,0.0,124.44,277402
561113,2011-07-25,2011-07,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,6.56,6.56,6.56,0.0,6.56,277470
561113,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,111,0,0,0,0,0,0,0,0,816.3,0.0,0.0,0.0,816.3,277431
561114,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,294.9,0.0,0.0,0.0,294.9,277545
561115,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,252.4,0.0,0.0,0.0,252.4,277565
561116,2011-07-25,2011-07,Switzerland,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,856.0,0.0,0.0,0.0,856.0,277573
561118,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,127.95,0.0,0.0,0.0,127.95,277586
561119,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,233.51,0.0,0.0,0.0,233.51,277592
561120,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,187.2,0.0,0.0,0.0,187.2,277603
561125,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,30,0,0,0,0,0,0,0,0,531.96,0.0,0.0,0.0,531.96,277612
561128,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,331.74,0.0,0.0,0.0,331.74,277642
561132,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,126.75,0.0,0.0,0.0,126.75,277660
561147,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,317.82,0.0,0.0,0.0,317.82,277664
561170,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,150.85,0.0,0.0,0.0,150.85,277689
561189,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,101.15,0.0,0.0,0.0,101.15,277694
561190,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,113.95,0.0,0.0,0.0,113.95,277700
561191,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,299.4,0.0,0.0,0.0,299.4,277708
561192,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,58,0,0,0,0,0,0,0,0,441.14,0.0,0.0,0.0,441.14,277714
561193,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,87.4,0.0,0.0,0.0,87.4,277772
561194,2011-07-25,2011-07,Germany,Positive sale line,No rule triggered,0,No rule triggered,31,0,0,0,0,0,0,0,0,617.54,0.0,0.0,0.0,617.54,277777
561195,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,102,0,0,0,0,0,0,0,0,564.03,0.0,0.0,0.0,564.03,277808
561196,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,110.14,0.0,0.0,0.0,110.14,277910
561197,2011-07-25,2011-07,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,1.25,1.25,1.25,0.0,1.25,277925
561197,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,346.3,0.0,0.0,0.0,346.3,277914
561199,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,337.5,0.0,0.0,0.0,337.5,277943
561200,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,95.28,0.0,0.0,0.0,95.28,277949
561201,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,111.25,0.0,0.0,0.0,111.25,277954
561202,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,135.0,0.0,0.0,0.0,135.0,277968
561203,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,311.76,0.0,0.0,0.0,311.76,277977
561204,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,24,0,0,0,0,0,0,0,0,451.13,0.0,0.0,0.0,451.13,277993
561205,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,200.47,0.0,0.0,0.0,200.47,278017
561206,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,302.71,0.0,0.0,0.0,302.71,278033
561207,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,7.04,0.0,0.0,0.0,7.04,278056
561208,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,2007.4,0.0,0.0,0.0,2007.4,278058
561209,2011-07-25,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,300,300,300,300,0,0,0,0,0,2511.4,2511.4,0.0,2511.4,2511.4,278085
561214,2011-07-25,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,164,164,164,164,0,0,0,0,0,1412.75,1412.75,0.0,1412.75,1412.75,278387
561216,2011-07-25,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,120.0,0.0,0.0,0.0,120.0,278552
561217,2011-07-25,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,208,208,208,208,0,0,0,0,0,1685.64,1685.64,0.0,1685.64,1685.64,278553
561218,2011-07-25,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,157,157,157,157,0,0,0,0,0,1191.63,1191.63,0.0,1191.63,1191.63,278761
561219,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,301.2,0.0,0.0,0.0,301.2,278918
561220,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,24,0,0,0,0,0,0,0,0,427.23,0.0,0.0,0.0,427.23,278941
561221,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,214.82,0.0,0.0,0.0,214.82,278965
561222,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,38,0,0,0,0,0,0,0,0,491.0,0.0,0.0,0.0,491.0,278978
561223,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,152.66,0.0,0.0,0.0,152.66,279016
561224,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,895.0,0.0,0.0,0.0,895.0,279030
561226,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,222.831,0.0,0.0,0.0,222.831,279036
561228,2011-07-26,2011-07,Australia,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,118.8,0.0,0.0,0.0,118.8,279049
561231,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,237.55,0.0,0.0,0.0,237.55,279053
561236,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,43,0,0,0,0,0,0,0,0,908.46,0.0,0.0,0.0,908.46,279084
561241,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,210.0,0.0,0.0,0.0,210.0,279137
561242,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,1152.8,0.0,0.0,0.0,1152.8,279147
561243,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,10,10,10,10,0,0,0,0,0,36.68,36.68,0.0,36.68,36.68,279174
561244,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,100.82,0.0,0.0,0.0,100.82,279184
561245,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,3,3,3,3,0,0,0,0,0,20.62,20.62,0.0,20.62,20.62,279190
561246,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,208.96,0.0,0.0,0.0,208.96,279193
561247,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,43,0,0,0,0,0,0,0,0,668.39,0.0,0.0,0.0,668.39,279208
561248,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,24.96,0.0,0.0,0.0,24.96,279251
561249,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279253
561250,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279254
561251,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279255
561252,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279256
561253,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279257
561254,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279258
561255,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279259
561256,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279260
561257,2011-07-26,2011-07,EIRE,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,396.77,0.0,0.0,0.0,396.77,279261
561258,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,38,0,0,0,0,0,0,0,0,1611.11,0.0,0.0,0.0,1611.11,279268
561259,2011-07-26,2011-07,Italy,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,147.1,0.0,0.0,0.0,147.1,279306
561271,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279312
561280,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,130.8,0.0,0.0,0.0,130.8,279313
561282,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279320
561284,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,8,Review required,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279326
561284,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,87.96,0.0,0.0,0.0,87.96,279321
561288,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,136.29,0.0,0.0,0.0,136.29,279327
561295,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,1648.73,0.0,0.0,0.0,1648.73,279340
561314,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,161.9,0.0,0.0,0.0,161.9,279368
561320,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,191.89,0.0,0.0,0.0,191.89,279377
561321,2011-07-26,2011-07,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,8.7,8.7,8.7,0.0,8.7,279410
561321,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,162.06,0.0,0.0,0.0,162.06,279405
561322,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,301.98,0.0,0.0,0.0,301.98,279422
561323,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279448
561324,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,295.64,0.0,0.0,0.0,295.64,279449
561325,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,42,0,0,0,0,0,0,0,0,449.87,0.0,0.0,0.0,449.87,279470
561326,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279512
561327,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279513
561329,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,154.21,0.0,0.0,0.0,154.21,279516
561330,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,462.75,0.0,0.0,0.0,462.75,279532
561331,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,127.61,0.0,0.0,0.0,127.61,279560
561332,2011-07-26,2011-07,Switzerland,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,593.74,0.0,0.0,0.0,593.74,279586
561333,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,12.75,12.75,0.0,12.75,12.75,279608
561334,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,111.86,0.0,0.0,0.0,111.86,279609
561352,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,416.9,0.0,0.0,0.0,416.9,279621
561353,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,208.2,0.0,0.0,0.0,208.2,279634
561354,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279639
561355,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,968.4,0.0,0.0,0.0,968.4,279640
561356,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,231.35,0.0,0.0,0.0,231.35,279655
561359,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,32,0,0,0,0,0,0,0,0,566.84,0.0,0.0,0.0,566.84,279669
561360,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,375.0,0.0,0.0,0.0,375.0,279701
561361,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279710
561362,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279711
561363,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,42,0,0,0,0,0,0,0,0,218.44,0.0,0.0,0.0,218.44,279712
561364,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,279754
561365,2011-07-26,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,279755
561366,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,310.72,0.0,0.0,0.0,310.72,279756
561367,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,56,56,56,56,0,0,0,0,0,1557.36,1557.36,0.0,1557.36,1557.36,279777
561368,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,36.5,0.0,0.0,0.0,36.5,279833
561369,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,161,161,161,161,0,0,0,0,0,1627.48,1627.48,0.0,1627.48,1627.48,279834
561371,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,152,152,152,152,0,0,0,0,0,1083.06,1083.06,0.0,1083.06,1083.06,279996
561372,2011-07-26,2011-07,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,13.31,13.31,0.0,13.31,13.31,280148
561378,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,134.38,0.0,0.0,0.0,134.38,280149
561381,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,110.78,0.0,0.0,0.0,110.78,280159
561382,2011-07-26,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,32,0,0,0,0,0,0,0,0,199.04,0.0,0.0,0.0,199.04,280165
561383,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,445.85,0.0,0.0,0.0,445.85,280197
561384,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,60.7,0.0,0.0,0.0,60.7,280218
561385,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,135.36,0.0,0.0,0.0,135.36,280221
561386,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,9.96,0.0,0.0,0.0,9.96,280231
561387,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,196.86,0.0,0.0,0.0,196.86,280232
561388,2011-07-27,2011-07,Japan,Positive sale line,No rule triggered,0,No rule triggered,37,0,0,0,0,0,0,0,0,3680.4,0.0,0.0,0.0,3680.4,280242
561389,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,411.08,0.0,0.0,0.0,411.08,280279
561390,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,239.0,0.0,0.0,0.0,239.0,280286
561391,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,410.63,0.0,0.0,0.0,410.63,280299
561392,2011-07-27,2011-07,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,280325
561393,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,165.0,0.0,0.0,0.0,165.0,280326
561394,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,144.8,0.0,0.0,0.0,144.8,280336
561395,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,358.7,0.0,0.0,0.0,358.7,280343
561396,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,39,0,0,0,0,0,0,0,0,794.58,0.0,0.0,0.0,794.58,280357
561397,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,2606.4,0.0,0.0,0.0,2606.4,280396
561398,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,618.5,0.0,0.0,0.0,618.5,280398
561399,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,1049.38,0.0,0.0,0.0,1049.38,280427
561430,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,360.54,0.0,0.0,0.0,360.54,280442
561453,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,353.76,0.0,0.0,0.0,353.76,280465
561455,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,267.32,0.0,0.0,0.0,267.32,280473
561462,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,313.5,0.0,0.0,0.0,313.5,280481
561463,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,260.56,0.0,0.0,0.0,260.56,280484
561465,2011-07-27,2011-07,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,2,2,2,0,0,2,0,0,0,3.1,3.1,3.1,0.0,3.1,280521
561465,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,255.91,0.0,0.0,0.0,255.91,280506
561466,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,160.2,0.0,0.0,0.0,160.2,280542
561467,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,151.95,0.0,0.0,0.0,151.95,280553
561468,2011-07-27,2011-07,Germany,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,440.7,0.0,0.0,0.0,440.7,280560
561470,2011-07-27,2011-07,France,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,204.75,0.0,0.0,0.0,204.75,280570
561471,2011-07-27,2011-07,EIRE,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,660.26,0.0,0.0,0.0,660.26,280583
561472,2011-07-27,2011-07,EIRE,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,104.25,0.0,0.0,0.0,104.25,280603
561473,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,544.2,0.0,0.0,0.0,544.2,280607
561474,2011-07-27,2011-07,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,2688.27,0.0,0.0,0.0,2688.27,280632
561475,2011-07-27,2011-07,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,280654
